date,occupancy_rate,surgery_cancel_rate,safe_staffing_rate,lwbs_rate,ed_arrivals,admissions
2025-12-13,0.854773395462362,,0.95,0.027196652719665274,478,129
2025-12-14,0.789293029950728,,0.86875,0.026143790849673203,612,192
2025-12-15,0.7797444548924166,0.20408163265306123,0.95625,0.0423861852433281,637,204
2025-12-16,0.8008507347254447,0.09433962264150944,0.94375,0.023008849557522124,565,235
2025-12-17,0.8419394073418841,0.08064516129032258,0.95,0.04183266932270916,502,229
2025-12-18,0.8370382658703827,0.0,0.9625,0.035168195718654434,654,205
2025-12-19,0.8375884173297966,0.25,0.9625,0.034722222222222224,576,193
2025-12-20,0.8039793252931695,,0.95,0.040336134453781515,595,182
2025-12-21,0.7663421418636995,,0.925,0.033101045296167246,574,167
2025-12-22,0.7846858277707287,0.045454545454545456,0.9625,0.0352,625,223
2025-12-23,0.7973383400519078,0.0,0.925,0.03741007194244604,695,212
2025-12-24,0.8171257882509128,0.047619047619047616,0.9125,0.03005008347245409,599,184
2025-12-25,0.8034065144057955,,0.95625,0.024752475247524754,606,185
2025-12-26,0.785240464344942,,0.89375,0.022018348623853212,545,169
2025-12-27,0.761749057858568,,0.8625,0.025677603423680456,701,210
2025-12-28,0.7890625,,0.9375,0.035398230088495575,904,256
2025-12-29,0.8034835499032347,0.29411764705882354,0.91875,0.03676470588235294,680,209
2025-12-30,0.8181365221723966,0.1,0.94375,0.030534351145038167,655,214
2025-12-31,0.8165533255929673,0.15789473684210525,0.91875,0.03019538188277087,563,179
